File: _streakfinder.test
Type: cpu
Time: Nov 30, 2022 at 4:21pm (CET)
     0.26s  0.31% 77.27%      2.19s  2.63%  _streakfinder.findLargestStreak /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:85
     0.22s  0.26% 77.54%      0.42s   0.5%  sort.insertionSort /usr/lib/go-1.13/src/sort/sort.go:28
     0.19s  0.23% 77.77%      0.63s  0.76%  runtime.semacquire1 /usr/lib/go-1.13/src/runtime/sema.go:138
     0.14s  0.17% 77.94%     43.87s 52.67%  _streakfinder.generateArray /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:70
     0.14s  0.17% 78.10%      0.43s  0.52%  sync.runtime_canSpin /usr/lib/go-1.13/src/runtime/proc.go:5128
     0.13s  0.16% 78.26%     43.63s 52.38%  math/rand.(*Rand).Intn /usr/lib/go-1.13/src/math/rand/rand.go:172
     0.12s  0.14% 78.40%     42.22s 50.68%  math/rand.(*Rand).Int63 /usr/lib/go-1.13/src/math/rand/rand.go:85
     0.11s  0.13% 78.54%      2.41s  2.89%  math/rand.(*rngSource).Int63 /usr/lib/go-1.13/src/math/rand/rng.go:234
     0.09s  0.11% 78.64%      2.21s  2.65%  sort.quickSort /usr/lib/go-1.13/src/sort/sort.go:209
     0.07s 0.084% 78.73%      2.29s  2.75%  runtime.findrunnable /usr/lib/go-1.13/src/runtime/proc.go:2253
     0.05s  0.06% 78.79%     42.24s 50.71%  math/rand.(*Rand).Int31n /usr/lib/go-1.13/src/math/rand/rand.go:134
     0.05s  0.06% 78.85%     24.59s 29.52%  math/rand.(*lockedSource).Int63 /usr/lib/go-1.13/src/math/rand/rand.go:380
     0.05s  0.06% 78.91%      0.51s  0.61%  runtime.goparkunlock /usr/lib/go-1.13/src/runtime/proc.go:310
     0.05s  0.06% 78.97%      0.53s  0.64%  runtime.park_m /usr/lib/go-1.13/src/runtime/proc.go:2599
     0.05s  0.06% 79.03%      9.64s 11.57%  sync.(*Mutex).Unlock /usr/lib/go-1.13/src/sync/mutex.go:190
     0.04s 0.048% 79.08%      0.99s  1.19%  runtime.growslice /usr/lib/go-1.13/src/runtime/slice.go:175
     0.04s 0.048% 79.12%     21.63s 25.97%  sync.(*Mutex).Lock /usr/lib/go-1.13/src/sync/mutex.go:81
     0.03s 0.036% 79.16%     43.73s 52.50%  math/rand.Intn /usr/lib/go-1.13/src/math/rand/rand.go:329
     0.03s 0.036% 79.20%      0.92s  1.10%  runtime.findrunnable /usr/lib/go-1.13/src/runtime/proc.go:2329
     0.03s 0.036% 79.23%      0.88s  1.06%  runtime.goready /usr/lib/go-1.13/src/runtime/proc.go:314
     0.03s 0.036% 79.27%     11.33s 13.60%  runtime.mcall /usr/lib/go-1.13/src/runtime/asm_amd64.s:318
     0.03s 0.036% 79.30%      2.10s  2.52%  runtime.runqsteal /usr/lib/go-1.13/src/runtime/proc.go:4922
     0.03s 0.036% 79.34%      0.49s  0.59%  runtime.schedule /usr/lib/go-1.13/src/runtime/proc.go:2565
     0.03s 0.036% 79.38%      1.30s  1.56%  runtime.semacquire1 /usr/lib/go-1.13/src/runtime/sema.go:105
     0.03s 0.036% 79.41%      8.51s 10.22%  sync.(*Mutex).lockSlow /usr/lib/go-1.13/src/sync/mutex.go:138
     0.02s 0.024% 79.44%      2.79s  3.35%  runtime.lock /usr/lib/go-1.13/src/runtime/lock_futex.go:83
     0.02s 0.024% 79.46%     10.38s 12.46%  runtime.park_m /usr/lib/go-1.13/src/runtime/proc.go:2610
     0.02s 0.024% 79.48%      2.61s  3.13%  runtime.semacquire1 /usr/lib/go-1.13/src/runtime/sema.go:132
     0.02s 0.024% 79.51%      3.91s  4.69%  runtime.semrelease1 /usr/lib/go-1.13/src/runtime/sema.go:171
     0.02s 0.024% 79.53%      0.69s  0.83%  runtime.unlock /usr/lib/go-1.13/src/runtime/lock_futex.go:112
     0.02s 0.024% 79.56%     20.58s 24.71%  sort.quickSort /usr/lib/go-1.13/src/sort/sort.go:190
     0.02s 0.024% 79.58%      8.31s  9.98%  sync.runtime_Semrelease /usr/lib/go-1.13/src/runtime/sema.go:66
     0.01s 0.012% 79.59%      0.64s  0.77%  runtime.findrunnable /usr/lib/go-1.13/src/runtime/proc.go:2289
     0.01s 0.012% 79.60%      0.90s  1.08%  runtime.readyWithTime /usr/lib/go-1.13/src/runtime/sema.go:83
     0.01s 0.012% 79.62%      1.42s  1.70%  runtime.runqgrab /usr/lib/go-1.13/src/runtime/proc.go:4887
     0.01s 0.012% 79.63%      7.32s  8.79%  runtime.schedule /usr/lib/go-1.13/src/runtime/proc.go:2524
     0.01s 0.012% 79.64%     18.02s 21.63%  sort.quickSort /usr/lib/go-1.13/src/sort/sort.go:194
     0.01s 0.012% 79.65%     18.23s 21.88%  sort.quickSort /usr/lib/go-1.13/src/sort/sort.go:197
     0.01s 0.012% 79.66%      0.87s  1.04%  sync.(*Mutex).lockSlow /usr/lib/go-1.13/src/sync/mutex.go:101
     0.01s 0.012% 79.68%      8.36s 10.04%  sync.(*Mutex).unlockSlow /usr/lib/go-1.13/src/sync/mutex.go:213
     0.01s 0.012% 79.69%      8.43s 10.12%  sync.runtime_SemacquireMutex /usr/lib/go-1.13/src/runtime/sema.go:71
         0     0% 79.69%     44.40s 53.30%  _streakfinder.runProgram.func1 /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:57
         0     0% 79.69%     23.23s 27.89%  _streakfinder.runProgram.func1 /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:58
         0     0% 79.69%      2.83s  3.40%  _streakfinder.runProgram.func1 /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:59
         0     0% 79.69%     23.23s 27.89%  _streakfinder.sortArray /mnt/c/Users/Audun/GolandProjects/perfactor/_streakfinder_v3/main.go:76
         0     0% 79.69%     42.22s 50.68%  math/rand.(*Rand).Int31 /usr/lib/go-1.13/src/math/rand/rand.go:99
         0     0% 79.69%     13.17s 15.81%  math/rand.(*lockedSource).Int63 /usr/lib/go-1.13/src/math/rand/rand.go:382
         0     0% 79.69%      0.49s  0.59%  runtime.findrunnable /usr/lib/go-1.13/src/runtime/proc.go:2302
         0     0% 79.69%      0.51s  0.61%  runtime.findrunnable /usr/lib/go-1.13/src/runtime/proc.go:2303
         0     0% 79.69%      2.79s  3.35%  runtime.futexwakeup /usr/lib/go-1.13/src/runtime/os_linux.go:56
         0     0% 79.69%      0.85s  1.02%  runtime.goready.func1 /usr/lib/go-1.13/src/runtime/proc.go:315
         0     0% 79.69%      2.13s  2.56%  runtime.notewakeup /usr/lib/go-1.13/src/runtime/lock_futex.go:136
         0     0% 79.69%      0.46s  0.55%  runtime.parkunlock_c /usr/lib/go-1.13/src/runtime/proc.go:2583
         0     0% 79.69%      2.11s  2.53%  runtime.resetspinning /usr/lib/go-1.13/src/runtime/proc.go:2430
         0     0% 79.69%      2.20s  2.64%  runtime.schedule /usr/lib/go-1.13/src/runtime/proc.go:2531
         0     0% 79.69%      0.51s  0.61%  runtime.semacquire1 /usr/lib/go-1.13/src/runtime/sema.go:144
         0     0% 79.69%      0.70s  0.84%  runtime.semrelease1 /usr/lib/go-1.13/src/runtime/sema.go:160
         0     0% 79.69%      0.57s  0.68%  runtime.semrelease1 /usr/lib/go-1.13/src/runtime/sema.go:178
         0     0% 79.69%      0.92s  1.10%  runtime.semrelease1 /usr/lib/go-1.13/src/runtime/sema.go:194
         0     0% 79.69%      2.13s  2.56%  runtime.startm /usr/lib/go-1.13/src/runtime/proc.go:1984
         0     0% 79.69%      1.12s  1.34%  runtime.systemstack /usr/lib/go-1.13/src/runtime/asm_amd64.s:370
         0     0% 79.69%      2.17s  2.61%  runtime.wakep /usr/lib/go-1.13/src/runtime/proc.go:2050
         0     0% 79.69%     23.23s 27.89%  sort.Ints /usr/lib/go-1.13/src/sort/sort.go:307
         0     0% 79.69%     23.23s 27.89%  sort.Sort /usr/lib/go-1.13/src/sort/sort.go:218
         0     0% 79.69%      0.84s  1.01%  sync.runtime_doSpin /usr/lib/go-1.13/src/runtime/proc.go:5137
